pub-id,exp-id,paper,authors,institutes,city,country,climate-class,pub-year,data-avail,data-link,pub-type,pub-name,publisher,doi,exp-year-start,exp-year-end,exp-seasons,exp-month-start,exp-month-end,exp-type,function,exp-hours,timing-type,sample-size-calc,sample-size-calc-type,part-payment,part-no-tot,part-male-no,part-fem-no,part-intersex-no,fem-total-ratio,age-group,age-mean,age-std,age-male-mean,age-fem-mean,bmi-range,bmi-mean,bmi-std,bmi-male-mean,bmi-fem-mean,normalisation-length,session-length,tested-t-min,tested-t-max,tested-t-means-medians,physio-parameter,physio-sensor-type,physio-body-site,physio-body-site-sagittal,physio-body-site-coronal,skin-body-site-code,physio-sensor-brand,physio-sensor-model,physio-mst-calculated,physio-mst-points,physio-mst-formula,physio-formulas,env-tdb,env-rh,env-v,env-tg,env-tsurface,env-twb,env-co2,env-illuminance,env-acoustics,env-tout,env-rhout,env-voc,env-light-color,env-solar-rad,ques-thermal-comfort,ques-thermal-sensation,ques-thermal-prefer,ques-thermal-accept,ques-thermal-satisfaction,ques-thermal-pleasure,ques-thermal-pleasantness,ques-airmove-comfort,ques-airmove-sensation,ques-airmove-prefer,ques-airmove-accept,ques-humidity-sensation,ques-airmove-satisfaction,ques-shivering-rate,ques-overall-comfort,ques-overall-satisfaction,ques-humidity-comfort,ques-humidity-prefer,ques-humidity-satisfaction,ques-humidity-accept,ques-sweating-sensation,ques-visual-prefer,ques-light-comfort,ques-light-prefer,ques-light-sensation,ques-light-satisfaction,ques-iaq-comfort,ques-iaq-accept,ques-iaq-satisfaction,ques-iaq-sensation,ques-odour-intensity,ques-sick-building-syndrome,ques-acoustic-comfort,ques-acoustic-satisfaction,ques-acoustic-sensation,cognitive-test-done,cognitive-test-type,protocol-fixed-clo,protocol-observed-clo,protocol-avoid-stimulant,protocol-avoid-activity,protocol-avoid-heavy-food,protocol-rest-sleep,protocol-circadian,protocol-mens-timing,protocol-time-btw-sessions,protocol-instruction-practice,protocol-diary,protocol-maintain-usual-habits,protocol-blinded,protocol-random-order,protocol-food-drink-control,protocol-prep-body-site,protocol-not-walking,select-healthy,select-no-treatment,select-thermal-history,select-smoking,select-bmi-range,select-colour-weakness-eyesight,select-lang-skills,select-alcohol,select-dominant-hand,select-contraceptive-type,select-activity-level,select-chronotype,select-emotionally-stable,select-neurodivergent,select-thermal-sensitivity,select-pregnancy,select-diet-weight-change,select-hormone-therapy,select-menopause,part-meta-age,part-meta-sex,part-meta-height,part-meta-weight,part-meta-bmi,part-meta-ponderal-index,part-meta-body-fat,part-meta-ethnicity,part-meta-bsa,part-meta-thermal-history,part-meta-education-profession,part-meta-thermal-sensitivity-preference,part-meta-personality,part-meta-psych-eval,part-meta-smoking,part-meta-activity-level,part-meta-health-level,part-meta-morningness,part-meta-bmr,part-meta-alcohol-use,part-meta-mens-timing,part-meta-contraceptive-type,part-meta-muscle,part-meta-reg-coffee,part-meta-reg-sleep-time,part-meta-reg-work time
93,,The influence of a moderate temperature drift on thermal physiology and perception,"Ivanova, Y. M.; Pallubinsky, H.; Kramer, R.; van Marken Lichtenbelt, W.","Maastricht University, Eindhoven University of Technology",Maastricht,Netherlands,,2021,NR,,J,Physiology and Behavior,Elsevier,https://doi.org/10.1016/j.physbeh.2020.113257,,,,,"7, 8, 9, 10, 11, 12, 1, 2, 3, 4, 5",Lab,Office,NR,,NR,NA,NR,16,16,0,0,0.00%,,26,4,26,NA,,23,1.7,23,NA,30,510,17,25,,Movement,Accelerometer,Thigh,Right,Anterior,,Maastricht Instruments,MOX,NA,NA,NA,,"0.1,0.3,1.1","0.1,0.3,1.1",,NR,,,,,,,,,,,6pt_(-2)(+2),7pt_(-3)(+3),7pt_(-3)(+3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,
94,,Thermal pleasure inside solar screened spaces: an experimental study to explore alliesthesia in architecture,"Naik, N. S.; Elzeyadi, I.; Minson, C. T.; Lee, J. H.",University of Oregon,Eugene,USA,,2021,NR,,J,Building Research and Information,Taylor & Francis,https://doi.org/10.1080/09613218.2021.1934377,,,,,"8, 9",Field,Office,08:00-10:30,,NR,NA,NR,27,12,15,0,55.56%,,NR,NR,NR,NR,,NR,NR,NR,NR,30,60,27,29,,Skin temperature,Thermochron,Forehead,Middle,Anterior,,iButton,DS1921H,Y,8,ISO 9886: 2004,,"0.1,0.6,1.1","0.1,0.6,1.1","0.1,0.6,1.1",0.1;0.6;1.1,,,,1.1,,NR,,,,,7pt_(-3)(+3),7pt_(-3)(+3),7pt_(-3)(+3),,,7pt_(-3)(+3),,,,,,,,,,NR,,,,,,,,,,,,,,,,,,,,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
94,,Thermal pleasure inside solar screened spaces: an experimental study to explore alliesthesia in architecture,"Naik, N. S.; Elzeyadi, I.; Minson, C. T.; Lee, J. H.",University of Oregon,Eugene,USA,,2021,NR,,J,Building Research and Information,Taylor & Francis,https://doi.org/10.1080/09613218.2021.1934377,,,,,"8, 9",Field,Office,08:00-10:30,,NR,NA,NR,27,12,15,0,55.56%,,NR,NR,NR,NR,,NR,NR,NR,NR,30,60,27,29,,Skin temperature,Thermochron,Chest,Left,Anterior,,iButton,DS1921H,Y,8,ISO 9886: 2004,,"0.1,0.6,1.1","0.1,0.6,1.1","0.1,0.6,1.1",0.1;0.6;1.1,,,,1.1,,NR,,,,,7pt_(-3)(+3),7pt_(-3)(+3),7pt_(-3)(+3),,,7pt_(-3)(+3),,,,,,,,,,NR,,,,,,,,,,,,,,,,,,,,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
94,,Thermal pleasure inside solar screened spaces: an experimental study to explore alliesthesia in architecture,"Naik, N. S.; Elzeyadi, I.; Minson, C. T.; Lee, J. H.",University of Oregon,Eugene,USA,,2021,NR,,J,Building Research and Information,Taylor & Francis,https://doi.org/10.1080/09613218.2021.1934377,,,,,"8, 9",Field,Office,08:00-10:30,,NR,NA,NR,27,12,15,0,55.56%,,NR,NR,NR,NR,,NR,NR,NR,NR,30,60,27,29,,Skin temperature,Thermochron,Scapula,Right,Posterior,,iButton,DS1921H,Y,8,ISO 9886: 2004,,"0.1,0.6,1.1","0.1,0.6,1.1","0.1,0.6,1.1",0.1;0.6;1.1,,,,1.1,,NR,,,,,7pt_(-3)(+3),7pt_(-3)(+3),7pt_(-3)(+3),,,7pt_(-3)(+3),,,,,,,,,,NR,,,,,,,,,,,,,,,,,,,,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
94,,Thermal pleasure inside solar screened spaces: an experimental study to explore alliesthesia in architecture,"Naik, N. S.; Elzeyadi, I.; Minson, C. T.; Lee, J. H.",University of Oregon,Eugene,USA,,2021,NR,,J,Building Research and Information,Taylor & Francis,https://doi.org/10.1080/09613218.2021.1934377,,,,,"8, 9",Field,Office,08:00-10:30,,NR,NA,NR,27,12,15,0,55.56%,,NR,NR,NR,NR,,NR,NR,NR,NR,30,60,27,29,,Skin temperature,Thermochron,Upper arm,Right,Anterior,,iButton,DS1921H,Y,8,ISO 9886: 2004,,"0.1,0.6,1.1","0.1,0.6,1.1","0.1,0.6,1.1",0.1;0.6;1.1,,,,1.1,,NR,,,,,7pt_(-3)(+3),7pt_(-3)(+3),7pt_(-3)(+3),,,7pt_(-3)(+3),,,,,,,,,,NR,,,,,,,,,,,,,,,,,,,,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
94,,Thermal pleasure inside solar screened spaces: an experimental study to explore alliesthesia in architecture,"Naik, N. S.; Elzeyadi, I.; Minson, C. T.; Lee, J. H.",University of Oregon,Eugene,USA,,2021,NR,,J,Building Research and Information,Taylor & Francis,https://doi.org/10.1080/09613218.2021.1934377,,,,,"8, 9",Field,Office,08:00-10:30,,NR,NA,NR,27,12,15,0,55.56%,,NR,NR,NR,NR,,NR,NR,NR,NR,30,60,27,29,,Skin temperature,Thermochron,Forearm,Left,Anterior,,iButton,DS1921H,Y,8,ISO 9886: 2004,,"0.1,0.6,1.1","0.1,0.6,1.1","0.1,0.6,1.1",0.1;0.6;1.1,,,,1.1,,NR,,,,,7pt_(-3)(+3),7pt_(-3)(+3),7pt_(-3)(+3),,,7pt_(-3)(+3),,,,,,,,,,NR,,,,,,,,,,,,,,,,,,,,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
94,,Thermal pleasure inside solar screened spaces: an experimental study to explore alliesthesia in architecture,"Naik, N. S.; Elzeyadi, I.; Minson, C. T.; Lee, J. H.",University of Oregon,Eugene,USA,,2021,NR,,J,Building Research and Information,Taylor & Francis,https://doi.org/10.1080/09613218.2021.1934377,,,,,"8, 9",Field,Office,08:00-10:30,,NR,NA,NR,27,12,15,0,55.56%,,NR,NR,NR,NR,,NR,NR,NR,NR,30,60,27,29,,Skin temperature,Thermochron,Hand,Left,Posterior,,iButton,DS1921H,Y,8,ISO 9886: 2004,,"0.1,0.6,1.1","0.1,0.6,1.1","0.1,0.6,1.1",0.1;0.6;1.1,,,,1.1,,NR,,,,,7pt_(-3)(+3),7pt_(-3)(+3),7pt_(-3)(+3),,,7pt_(-3)(+3),,,,,,,,,,NR,,,,,,,,,,,,,,,,,,,,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
94,,Thermal pleasure inside solar screened spaces: an experimental study to explore alliesthesia in architecture,"Naik, N. S.; Elzeyadi, I.; Minson, C. T.; Lee, J. H.",University of Oregon,Eugene,USA,,2021,NR,,J,Building Research and Information,Taylor & Francis,https://doi.org/10.1080/09613218.2021.1934377,,,,,"8, 9",Field,Office,08:00-10:30,,NR,NA,NR,27,12,15,0,55.56%,,NR,NR,NR,NR,,NR,NR,NR,NR,30,60,27,29,,Skin temperature,Thermochron,Thigh,Right,Anterior,,iButton,DS1921H,Y,8,ISO 9886: 2004,,"0.1,0.6,1.1","0.1,0.6,1.1","0.1,0.6,1.1",0.1;0.6;1.1,,,,1.1,,NR,,,,,7pt_(-3)(+3),7pt_(-3)(+3),7pt_(-3)(+3),,,7pt_(-3)(+3),,,,,,,,,,NR,,,,,,,,,,,,,,,,,,,,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
94,,Thermal pleasure inside solar screened spaces: an experimental study to explore alliesthesia in architecture,"Naik, N. S.; Elzeyadi, I.; Minson, C. T.; Lee, J. H.",University of Oregon,Eugene,USA,,2021,NR,,J,Building Research and Information,Taylor & Francis,https://doi.org/10.1080/09613218.2021.1934377,,,,,"8, 9",Field,Office,08:00-10:30,,NR,NA,NR,27,12,15,0,55.56%,,NR,NR,NR,NR,,NR,NR,NR,NR,30,60,27,29,,Skin temperature,Thermochron,Calf,Left,Posterior,,iButton,DS1921H,Y,8,ISO 9886: 2004,,"0.1,0.6,1.1","0.1,0.6,1.1","0.1,0.6,1.1",0.1;0.6;1.1,,,,1.1,,NR,,,,,7pt_(-3)(+3),7pt_(-3)(+3),7pt_(-3)(+3),,,7pt_(-3)(+3),,,,,,,,,,NR,,,,,,,,,,,,,,,,,,,,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
95,,Thermal responses of young males of three thermal preference groups in summer indoor environments,"Yang, J.; Wang, L.; Yin, H.; Wang, P.","Xi’an University of Science and Technology, Xi’an Polytechnic University, Xi’an University of Architecture and Technology",Xi'an,China,,2021,NR,,J,Building and Environment,Elsevier,https://doi.org/10.1016/j.buildenv.2021.107705,,,,,"9, 10",Lab,Office,14:00-18:00,,NR,NA,NR,24,24,0,0,0.00%,,19.7,1.5,19.7,NA,,21.9,1.9,21.9,NA,30,180,26,32,,Skin temperature,Heat flux/Heat flow,Forehead,NR,Anterior,,Kyoto Electronics Manufacturing,KM1,Y,7,Hardy & Dubois (1938),,NR,NR,NR,NR,,,,,,,,,,,5pt_(0)(+4),7pt_(-3)(+3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,1,,,,,,,,,,,,,,
95,,Thermal responses of young males of three thermal preference groups in summer indoor environments,"Yang, J.; Wang, L.; Yin, H.; Wang, P.","Xi’an University of Science and Technology, Xi’an Polytechnic University, Xi’an University of Architecture and Technology",Xi'an,China,,2021,NR,,J,Building and Environment,Elsevier,https://doi.org/10.1016/j.buildenv.2021.107705,,,,,"9, 10",Lab,Office,14:00-18:00,,NR,NA,NR,24,24,0,0,0.00%,,19.7,1.5,19.7,NA,,21.9,1.9,21.9,NA,30,180,26,32,,Skin temperature,Heat flux/Heat flow,Chest,NR,Anterior,,Kyoto Electronics Manufacturing,KM1,Y,7,Hardy & Dubois (1938),,NR,NR,NR,NR,,,,,,,,,,,5pt_(0)(+4),7pt_(-3)(+3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,1,,,,,,,,,,,,,,
95,,Thermal responses of young males of three thermal preference groups in summer indoor environments,"Yang, J.; Wang, L.; Yin, H.; Wang, P.","Xi’an University of Science and Technology, Xi’an Polytechnic University, Xi’an University of Architecture and Technology",Xi'an,China,,2021,NR,,J,Building and Environment,Elsevier,https://doi.org/10.1016/j.buildenv.2021.107705,,,,,"9, 10",Lab,Office,14:00-18:00,,NR,NA,NR,24,24,0,0,0.00%,,19.7,1.5,19.7,NA,,21.9,1.9,21.9,NA,30,180,26,32,,Skin temperature,Heat flux/Heat flow,Forearm,NR,NR,,Kyoto Electronics Manufacturing,KM1,Y,7,Hardy & Dubois (1938),,NR,NR,NR,NR,,,,,,,,,,,5pt_(0)(+4),7pt_(-3)(+3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,1,,,,,,,,,,,,,,
95,,Thermal responses of young males of three thermal preference groups in summer indoor environments,"Yang, J.; Wang, L.; Yin, H.; Wang, P.","Xi’an University of Science and Technology, Xi’an Polytechnic University, Xi’an University of Architecture and Technology",Xi'an,China,,2021,NR,,J,Building and Environment,Elsevier,https://doi.org/10.1016/j.buildenv.2021.107705,,,,,"9, 10",Lab,Office,14:00-18:00,,NR,NA,NR,24,24,0,0,0.00%,,19.7,1.5,19.7,NA,,21.9,1.9,21.9,NA,30,180,26,32,,Skin temperature,Heat flux/Heat flow,Hand,NR,NR,,Kyoto Electronics Manufacturing,KM1,Y,7,Hardy & Dubois (1938),,NR,NR,NR,NR,,,,,,,,,,,5pt_(0)(+4),7pt_(-3)(+3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,1,,,,,,,,,,,,,,
95,,Thermal responses of young males of three thermal preference groups in summer indoor environments,"Yang, J.; Wang, L.; Yin, H.; Wang, P.","Xi’an University of Science and Technology, Xi’an Polytechnic University, Xi’an University of Architecture and Technology",Xi'an,China,,2021,NR,,J,Building and Environment,Elsevier,https://doi.org/10.1016/j.buildenv.2021.107705,,,,,"9, 10",Lab,Office,14:00-18:00,,NR,NA,NR,24,24,0,0,0.00%,,19.7,1.5,19.7,NA,,21.9,1.9,21.9,NA,30,180,26,32,,Skin temperature,Heat flux/Heat flow,Thigh,NR,NR,,Kyoto Electronics Manufacturing,KM1,Y,7,Hardy & Dubois (1938),,NR,NR,NR,NR,,,,,,,,,,,5pt_(0)(+4),7pt_(-3)(+3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,1,,,,,,,,,,,,,,
95,,Thermal responses of young males of three thermal preference groups in summer indoor environments,"Yang, J.; Wang, L.; Yin, H.; Wang, P.","Xi’an University of Science and Technology, Xi’an Polytechnic University, Xi’an University of Architecture and Technology",Xi'an,China,,2021,NR,,J,Building and Environment,Elsevier,https://doi.org/10.1016/j.buildenv.2021.107705,,,,,"9, 10",Lab,Office,14:00-18:00,,NR,NA,NR,24,24,0,0,0.00%,,19.7,1.5,19.7,NA,,21.9,1.9,21.9,NA,30,180,26,32,,Skin temperature,Heat flux/Heat flow,Calf,NR,NR,,Kyoto Electronics Manufacturing,KM1,Y,7,Hardy & Dubois (1938),,NR,NR,NR,NR,,,,,,,,,,,5pt_(0)(+4),7pt_(-3)(+3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,1,,,,,,,,,,,,,,
95,,Thermal responses of young males of three thermal preference groups in summer indoor environments,"Yang, J.; Wang, L.; Yin, H.; Wang, P.","Xi’an University of Science and Technology, Xi’an Polytechnic University, Xi’an University of Architecture and Technology",Xi'an,China,,2021,NR,,J,Building and Environment,Elsevier,https://doi.org/10.1016/j.buildenv.2021.107705,,,,,"9, 10",Lab,Office,14:00-18:00,,NR,NA,NR,24,24,0,0,0.00%,,19.7,1.5,19.7,NA,,21.9,1.9,21.9,NA,30,180,26,32,,Skin temperature,Heat flux/Heat flow,Foot,NR,NR,,Kyoto Electronics Manufacturing,KM1,Y,7,Hardy & Dubois (1938),,NR,NR,NR,NR,,,,,,,,,,,5pt_(0)(+4),7pt_(-3)(+3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,1,,,,,,,,,,,,,,
95,,Thermal responses of young males of three thermal preference groups in summer indoor environments,"Yang, J.; Wang, L.; Yin, H.; Wang, P.","Xi’an University of Science and Technology, Xi’an Polytechnic University, Xi’an University of Architecture and Technology",Xi'an,China,,2021,NR,,J,Building and Environment,Elsevier,https://doi.org/10.1016/j.buildenv.2021.107705,,,,,"9, 10",Lab,Office,14:00-18:00,,NR,NA,NR,24,24,0,0,0.00%,,19.7,1.5,19.7,NA,,21.9,1.9,21.9,NA,30,180,26,32,,Heart rate,ECG,NR,NR,NA,NA,DMS,300-4A,NA,NA,NA,,NR,NR,NR,NR,,,,,,,,,,,5pt_(0)(+4),7pt_(-3)(+3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,1,,,,,,,,,,,,,,
95,,Thermal responses of young males of three thermal preference groups in summer indoor environments,"Yang, J.; Wang, L.; Yin, H.; Wang, P.","Xi’an University of Science and Technology, Xi’an Polytechnic University, Xi’an University of Architecture and Technology",Xi'an,China,,2021,NR,,J,Building and Environment,Elsevier,https://doi.org/10.1016/j.buildenv.2021.107705,,,,,"9, 10",Lab,Office,14:00-18:00,,NR,NA,NR,24,24,0,0,0.00%,,19.7,1.5,19.7,NA,,21.9,1.9,21.9,NA,30,180,26,32,,Core temperature,Ingestible pill,Gastrointestinal tract,NA,NA,NA,HQ,HT150001,NA,NA,NA,,NR,NR,NR,NR,,,,,,,,,,,5pt_(0)(+4),7pt_(-3)(+3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,1,,,,,,,,,,,,,,
95,,Thermal responses of young males of three thermal preference groups in summer indoor environments,"Yang, J.; Wang, L.; Yin, H.; Wang, P.","Xi’an University of Science and Technology, Xi’an Polytechnic University, Xi’an University of Architecture and Technology",Xi'an,China,,2021,NR,,J,Building and Environment,Elsevier,https://doi.org/10.1016/j.buildenv.2021.107705,,,,,"9, 10",Lab,Office,14:00-18:00,,NR,NA,NR,24,24,0,0,0.00%,,19.7,1.5,19.7,NA,,21.9,1.9,21.9,NA,30,180,26,32,,Heat flux,Heat flux/Heat flow,Forehead,NR,Anterior,,Kyoto Electronics Manufacturing,HFM-215 N,NA,NA,NA,,NR,NR,NR,NR,,,,,,,,,,,5pt_(0)(+4),7pt_(-3)(+3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,1,,,,,,,,,,,,,,
95,,Thermal responses of young males of three thermal preference groups in summer indoor environments,"Yang, J.; Wang, L.; Yin, H.; Wang, P.","Xi’an University of Science and Technology, Xi’an Polytechnic University, Xi’an University of Architecture and Technology",Xi'an,China,,2021,NR,,J,Building and Environment,Elsevier,https://doi.org/10.1016/j.buildenv.2021.107705,,,,,"9, 10",Lab,Office,14:00-18:00,,NR,NA,NR,24,24,0,0,0.00%,,19.7,1.5,19.7,NA,,21.9,1.9,21.9,NA,30,180,26,32,,Heat flux,Heat flux/Heat flow,Chest,NR,Anterior,,Kyoto Electronics Manufacturing,HFM-215 N,NA,NA,NA,,NR,NR,NR,NR,,,,,,,,,,,5pt_(0)(+4),7pt_(-3)(+3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,1,,,,,,,,,,,,,,
95,,Thermal responses of young males of three thermal preference groups in summer indoor environments,"Yang, J.; Wang, L.; Yin, H.; Wang, P.","Xi’an University of Science and Technology, Xi’an Polytechnic University, Xi’an University of Architecture and Technology",Xi'an,China,,2021,NR,,J,Building and Environment,Elsevier,https://doi.org/10.1016/j.buildenv.2021.107705,,,,,"9, 10",Lab,Office,14:00-18:00,,NR,NA,NR,24,24,0,0,0.00%,,19.7,1.5,19.7,NA,,21.9,1.9,21.9,NA,30,180,26,32,,Heat flux,Heat flux/Heat flow,Forearm,NR,NR,,Kyoto Electronics Manufacturing,HFM-215 N,NA,NA,NA,,NR,NR,NR,NR,,,,,,,,,,,5pt_(0)(+4),7pt_(-3)(+3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,1,,,,,,,,,,,,,,
95,,Thermal responses of young males of three thermal preference groups in summer indoor environments,"Yang, J.; Wang, L.; Yin, H.; Wang, P.","Xi’an University of Science and Technology, Xi’an Polytechnic University, Xi’an University of Architecture and Technology",Xi'an,China,,2021,NR,,J,Building and Environment,Elsevier,https://doi.org/10.1016/j.buildenv.2021.107705,,,,,"9, 10",Lab,Office,14:00-18:00,,NR,NA,NR,24,24,0,0,0.00%,,19.7,1.5,19.7,NA,,21.9,1.9,21.9,NA,30,180,26,32,,Heat flux,Heat flux/Heat flow,Hand,NR,NR,,Kyoto Electronics Manufacturing,HFM-215 N,NA,NA,NA,,NR,NR,NR,NR,,,,,,,,,,,5pt_(0)(+4),7pt_(-3)(+3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,1,,,,,,,,,,,,,,
95,,Thermal responses of young males of three thermal preference groups in summer indoor environments,"Yang, J.; Wang, L.; Yin, H.; Wang, P.","Xi’an University of Science and Technology, Xi’an Polytechnic University, Xi’an University of Architecture and Technology",Xi'an,China,,2021,NR,,J,Building and Environment,Elsevier,https://doi.org/10.1016/j.buildenv.2021.107705,,,,,"9, 10",Lab,Office,14:00-18:00,,NR,NA,NR,24,24,0,0,0.00%,,19.7,1.5,19.7,NA,,21.9,1.9,21.9,NA,30,180,26,32,,Heat flux,Heat flux/Heat flow,Thigh,NR,NR,,Kyoto Electronics Manufacturing,HFM-215 N,NA,NA,NA,,NR,NR,NR,NR,,,,,,,,,,,5pt_(0)(+4),7pt_(-3)(+3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,1,,,,,,,,,,,,,,
95,,Thermal responses of young males of three thermal preference groups in summer indoor environments,"Yang, J.; Wang, L.; Yin, H.; Wang, P.","Xi’an University of Science and Technology, Xi’an Polytechnic University, Xi’an University of Architecture and Technology",Xi'an,China,,2021,NR,,J,Building and Environment,Elsevier,https://doi.org/10.1016/j.buildenv.2021.107705,,,,,"9, 10",Lab,Office,14:00-18:00,,NR,NA,NR,24,24,0,0,0.00%,,19.7,1.5,19.7,NA,,21.9,1.9,21.9,NA,30,180,26,32,,Heat flux,Heat flux/Heat flow,Calf,NR,NR,,Kyoto Electronics Manufacturing,HFM-215 N,NA,NA,NA,,NR,NR,NR,NR,,,,,,,,,,,5pt_(0)(+4),7pt_(-3)(+3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,1,,,,,,,,,,,,,,
95,,Thermal responses of young males of three thermal preference groups in summer indoor environments,"Yang, J.; Wang, L.; Yin, H.; Wang, P.","Xi’an University of Science and Technology, Xi’an Polytechnic University, Xi’an University of Architecture and Technology",Xi'an,China,,2021,NR,,J,Building and Environment,Elsevier,https://doi.org/10.1016/j.buildenv.2021.107705,,,,,"9, 10",Lab,Office,14:00-18:00,,NR,NA,NR,24,24,0,0,0.00%,,19.7,1.5,19.7,NA,,21.9,1.9,21.9,NA,30,180,26,32,,Heat flux,Heat flux/Heat flow,Foot,NR,NR,,Kyoto Electronics Manufacturing,HFM-215 N,NA,NA,NA,,NR,NR,NR,NR,,,,,,,,,,,5pt_(0)(+4),7pt_(-3)(+3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,1,,,,,,,,,,,,,,
96,,A Comparison of Thermal Comfort of People from Buildings with Centralized Air-Conditioning Systems and Split Air-Conditioners,"Zhang, Z.; Zhang, Y.; Khan, A.","Anyang Institute of Technology, South China University of Technology",Guangzhou,China,,2020,NR,,J,Environmental Science and Engineering,Springer,https://doi.org/10.1007/978-981-13-9520-8_122,,,Summer,,,Lab,NR,NR,,NR,NA,NR,60,30,30,0,50.00%,,24.8,4.61,25.9,23.7,,20.95,2.48,22.5,19.4,30,60,26,32,,Skin temperature,Thermochron,Chest,NR,NR,,iButton,NR,Y,4,Ramanathan (1964),,NR,NR,NR,NR,,,,,,,,,,,4pt_(-3)(0),9pt_(-4)(+4),,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,1,,,,,,,,,,,,,,,,,
